armsenan.png|building.png;56;0;40;40;0.011764705882353;0.98823529411765;0.95686274509804;
CORMART.png|tankarty.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
CORAH.png|hoveraa.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
CORAP.png|facair.png;56;0;40;40;0.011764705882353;0.98823529411765;0.95686274509804;
armcdrone.png|fighter.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
ARMFLEA.png|spiderscout.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
ARMFIG.png|fighter.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
ARMAWAC.png|scoutplane.png;56;0;40;40;0.98823529411765;0.95686274509804;0.011764705882353;
corsolar.png|energy1.png;56;0;40;40;0.15686274509804;0.98823529411765;0.011764705882353;
ARMTHOVR.png|hovertransport.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
CORAAK.png|kbotaa.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
ARMMSHIP.png|missileship.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
ARMPT.png|scoutboat.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
chicken_listener.png|chicken.png;56;0;40;40;0.98823529411765;0.95686274509804;0.011764705882353;
questionmarks.png|factory.png;56;0;40;40;0.011764705882353;0.98823529411765;0.95686274509804;
ARMRAD.png|radar.png;56;0;40;40;0.98823529411765;0.95686274509804;0.011764705882353;
armtick.png|spiderbomb.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
cormak.png|kbotriot.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
armroy.png|destroyer.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
chickenc.png|chickenc.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
ARMFLAK.png|staticaa.png;56;0;40;40;0.95686274509804;0.011764705882353;0.98823529411765;
CORETER.png|shield.png;56;0;40;40;0.98823529411765;0.95686274509804;0.011764705882353;
chicken_digger.png|chicken.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
CORGRIPN.png|bomberriot.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
CORFMKR.png|building.png;56;0;40;40;0.15686274509804;0.98823529411765;0.011764705882353;
ARMSHLTX.png|fact3.png;56;0;40;40;0.011764705882353;0.98823529411765;0.95686274509804;
ARMASY.png|facship.png;56;0;40;40;0.011764705882353;0.98823529411765;0.95686274509804;
ARMLANCE.png|bomber.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
ARMAMPH.png|hoverraider.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
CORMMKR.png|building.png;56;0;40;40;0.15686274509804;0.98823529411765;0.011764705882353;
armseer.png|radarmobile.png;56;0;40;40;0.98823529411765;0.95686274509804;0.011764705882353;
ARMDRAG.png|default.png;56;0;40;40;0.98823529411765;0.95686274509804;0.011764705882353;
CORCH.png|builder.png;56;0;40;40;0.011764705882353;0.98823529411765;0.95686274509804;
CORRL.png|defenseskirm.png;56;0;40;40;0.95686274509804;0.011764705882353;0.98823529411765;
CORFHLT.png|defenseheavy.png;56;0;40;40;0.95686274509804;0.011764705882353;0.98823529411765;
question_marks.png|special.png;56;0;40;40;0.98823529411765;0.95686274509804;0.011764705882353;
flyingLRPC.png|fighter.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
ARMEYES.png|building.png;56;0;40;40;0.98823529411765;0.95686274509804;0.011764705882353;
ARMPEEP.png|scoutplane.png;56;0;40;40;0.98823529411765;0.95686274509804;0.011764705882353;
chicken_drone.png|builder.png;56;0;40;40;0.15686274509804;0.98823529411765;0.011764705882353;
ARMPINCER.PNG|vehiclegeneric.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
ARMJAMT.png|building.png;56;0;40;40;0.98823529411765;0.95686274509804;0.011764705882353;
ARMPB.png|defense.png;56;0;40;40;0.95686274509804;0.011764705882353;0.98823529411765;
ARMAP.png|facair.png;56;0;40;40;0.011764705882353;0.98823529411765;0.95686274509804;
cornanotc.png|building.png;56;0;40;40;0.011764705882353;0.98823529411765;0.95686274509804;
ARMSFIG.png|fighter.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
ARMHAM.png|kbotarty.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
ARMSUB.png|submarine.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
chickend.png|defense.png;56;0;40;40;0.15686274509804;0.98823529411765;0.011764705882353;
ARMMINE1.png|default.png;56;0;40;40;0.95686274509804;0.011764705882353;0.98823529411765;
corarad.png|radar.png;56;0;40;40;0.98823529411765;0.95686274509804;0.011764705882353;
ARMUWMEX.png|mex.png;56;0;40;40;0.15686274509804;0.98823529411765;0.011764705882353;
ARMUWFUS.png|energy2.png;56;0;40;40;0.15686274509804;0.98823529411765;0.011764705882353;
ARMBRTHA.png|lrpc.png;56;0;40;40;0.95686274509804;0.011764705882353;0.98823529411765;
CORFUS.png|energy2.png;56;0;40;40;0.15686274509804;0.98823529411765;0.011764705882353;
armcrabe.png|kbotriot.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
ARMSH.png|hoverraider.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
ARMTL.png|defense.png;56;0;40;40;0.95686274509804;0.011764705882353;0.98823529411765;
CORFMINE3.png|mine.png;56;0;40;40;0.95686274509804;0.011764705882353;0.98823529411765;
ARMMSTOR.png|mex.png;56;0;40;40;0.98823529411765;0.95686274509804;0.011764705882353;
ARMSABER.png|gunship.png;56;0;40;40;0.98823529411765;0.090196078431373;0.011764705882353;
